combo_id,combo_type,signals,thresholds,n,fire_rate,hit_rate_su,hit_rate_ats,holdout_su,holdout_ats,p_value,consistent,seasons_passing,lx_days,merged,timestamp
20260306T233109Z_00981,pair,SVI_L4_diff|PXP_season_diff,"{""SVI_L4_diff"": -1, ""PXP_season_diff"": 0.1}",612,0.1442,0.7402,,,,7.3e-05,True,1,False,False,20260306T233109Z
20260306T233109Z_15677,trio,ANE_trend_short_diff|WL_L4_diff|extended_rest_B,"{""ANE_trend_short_diff"": -0.3499999999999943, ""WL_L4_diff"": 0.0, ""extended_rest_B"": 0.5}",689,0.1623,0.7402,,0.7467,0.6375,3.9e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_00980,pair,PXP_season_diff|PXP_L4_diff,"{""PXP_season_diff"": 0.1, ""PXP_L4_diff"": -0.5}",612,0.1442,0.7402,,,,7.3e-05,True,1,False,False,20260306T233109Z
20260306T233109Z_15681,trio,ODI_season_diff|SVI_L12_diff|extended_rest_B,"{""ODI_season_diff"": 1.1000000000000014, ""SVI_L12_diff"": 0.00166666666666665, ""extended_rest_B"": 0.5}",635,0.1496,0.7402,,0.7178,0.5169,5.5e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15678,trio,DPC_L10_diff|PXP_L7_diff|SVI_L4_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""PXP_L7_diff"": 0.0002857142857142, ""SVI_L4_diff"": 0.0}",589,0.1388,0.7402,,0.7435,0.6269,0.000139,True,1,False,True,20260306T233109Z
20260306T233109Z_15679,trio,ODI_L12_diff|SVI_L10_diff|SVI_L7_diff,"{""ODI_L12_diff"": 0.6166666666666671, ""SVI_L10_diff"": 0.0019999999999999497, ""SVI_L7_diff"": 0.0}",585,0.1378,0.7402,,0.7269,0.6351,0.000103,True,1,False,True,20260306T233109Z
20260306T233109Z_15680,trio,ODI_L7_diff|rest_disadvantage|short_rest_A,"{""ODI_L7_diff"": 0.3952380952380938, ""rest_disadvantage"": 0.5, ""short_rest_A"": 0.5}",435,0.1025,0.7402,,,,0.001033,True,1,True,False,20260306T233109Z
20260306T233109Z_15676,trio,ANE_trend_short_diff|PEQ_L10_diff|short_rest_B,"{""ANE_trend_short_diff"": -0.3499999999999943, ""PEQ_L10_diff"": 0.6900000000000013, ""short_rest_B"": 0.5}",458,0.1079,0.7402,,0.7152,0.5932,0.000537,True,1,True,True,20260306T233109Z
20260306T233109Z_15690,trio,PEQ_L7_diff|SVI_L4_diff|SVI_season_diff,"{""PEQ_L7_diff"": 0.9642857142857152, ""SVI_L4_diff"": 0.0, ""SVI_season_diff"": 0.0040350877192982}",581,0.1369,0.7401,,0.7561,0.6111,0.000158,True,1,False,True,20260306T233109Z
20260306T233109Z_15689,trio,ODI_season_diff|SVI_L7_diff|rest_disadvantage,"{""ODI_season_diff"": 1.1000000000000014, ""SVI_L7_diff"": 0.0, ""rest_disadvantage"": 0.5}",785,0.185,0.7401,,0.7377,0.587,1.2e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15688,trio,ODI_L12_diff|SVI_L12_diff|SVI_L7_diff,"{""ODI_L12_diff"": 0.6166666666666671, ""SVI_L12_diff"": 0.00166666666666665, ""SVI_L7_diff"": 0.0}",558,0.1315,0.7401,,0.7051,0.6,0.000211,True,1,False,True,20260306T233109Z
20260306T233109Z_15687,trio,ODI_L12_diff|PXP_L7_diff|SVI_L4_diff,"{""ODI_L12_diff"": 0.6166666666666671, ""PXP_L7_diff"": 0.0002857142857142, ""SVI_L4_diff"": 0.0}",454,0.107,0.7401,,0.7473,0.619,0.000574,True,1,False,True,20260306T233109Z
20260306T233109Z_15683,trio,DPC_L10_diff|DPC_L4_diff|SVI_L7_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""DPC_L4_diff"": 0.5499999999999989, ""SVI_L7_diff"": 0.0}",681,0.1605,0.7401,,0.6957,0.5647,3.1e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15684,trio,DPC_L12_diff|DPC_trend_diff|short_rest_B,"{""DPC_L12_diff"": 0.3249999999999997, ""DPC_trend_diff"": -0.1666666666666652, ""short_rest_B"": 0.5}",481,0.1133,0.7401,,0.672,0.5238,0.000575,True,1,True,True,20260306T233109Z
20260306T233109Z_15686,trio,ODI_L10_diff|SVI_L10_diff|rest_disadvantage,"{""ODI_L10_diff"": 0.4700000000000024, ""SVI_L10_diff"": 0.0019999999999999497, ""rest_disadvantage"": 0.5}",708,0.1668,0.7401,,0.7027,0.5978,3.1e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15682,trio,ANE_trend_short_diff|DPC_L12_diff|short_rest_B,"{""ANE_trend_short_diff"": -0.3499999999999943, ""DPC_L12_diff"": 0.3249999999999997, ""short_rest_B"": 0.5}",481,0.1133,0.7401,,0.6704,0.5882,0.000575,True,1,True,True,20260306T233109Z
20260306T233109Z_15685,trio,DPC_L12_diff|PXP_L12_diff|SVI_L4_diff,"{""DPC_L12_diff"": 0.3249999999999997, ""PXP_L12_diff"": 0.0029166666666666, ""SVI_L4_diff"": 0.0}",554,0.1305,0.7401,,0.7549,0.6056,0.000157,True,1,False,True,20260306T233109Z
20260306T233109Z_15691,trio,ANE_trend_short_diff|WL_L4_diff|rest_disadvantage,"{""ANE_trend_short_diff"": -0.3499999999999943, ""WL_L4_diff"": 0.0, ""rest_disadvantage"": 0.5}",750,0.1767,0.74,,0.75,0.642,1.3e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15692,trio,ODI_L10_diff|PXP_season_diff|SVI_L4_diff,"{""ODI_L10_diff"": 0.4700000000000024, ""PXP_season_diff"": 0.0022857142857142, ""SVI_L4_diff"": 0.0}",477,0.1124,0.74,,0.7538,0.6143,0.000614,True,1,False,True,20260306T233109Z
20260306T233109Z_00982,pair,DPC_trend_diff|FFC_L4_diff,"{""DPC_trend_diff"": 0.5, ""FFC_L4_diff"": 0}",646,0.1522,0.7399,,0.7151,0.5882,7.1e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15694,trio,DPC_trend_diff|ODI_L12_diff|rest_disadvantage,"{""DPC_trend_diff"": -0.1666666666666652, ""ODI_L12_diff"": 0.6166666666666671, ""rest_disadvantage"": 0.5}",596,0.1404,0.7399,,0.7591,0.5417,0.000135,True,1,True,True,20260306T233109Z
20260306T233109Z_15693,trio,DPC_L10_diff|PXP_L4_diff|SVI_L7_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""PXP_L4_diff"": 0.0009999999999999501, ""SVI_L7_diff"": 0.0}",619,0.1459,0.7399,,0.7368,0.6286,0.000101,True,1,False,True,20260306T233109Z
20260306T233109Z_15695,trio,ODI_L4_diff|PXP_L7_diff|SVI_L7_diff,"{""ODI_L4_diff"": 0.04166666666666825, ""PXP_L7_diff"": 0.0002857142857142, ""SVI_L7_diff"": 0.0}",669,0.1576,0.7399,,0.7273,0.6719,5.4e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15702,trio,SVI_L4_diff|SVI_L7_diff|WL_L4_diff,"{""SVI_L4_diff"": 0.0, ""SVI_L7_diff"": 0.0, ""WL_L4_diff"": 0.0}",711,0.1675,0.7398,,0.733,0.6429,3.2e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15696,trio,DPC_L12_diff|PXP_L7_diff|SVI_L4_diff,"{""DPC_L12_diff"": 0.3249999999999997, ""PXP_L7_diff"": 0.0002857142857142, ""SVI_L4_diff"": 0.0}",565,0.1331,0.7398,,0.7358,0.6094,0.000205,True,1,False,True,20260306T233109Z
20260306T233109Z_15697,trio,FFC_L4_diff|SVI_L10_diff|extended_rest_B,"{""FFC_L4_diff"": 0.11062499999999935, ""SVI_L10_diff"": 0.0019999999999999497, ""extended_rest_B"": 0.5}",638,0.1503,0.7398,,0.6768,0.6032,8.1e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15699,trio,ODI_L4_diff|PEQ_L4_diff|rest_disadvantage,"{""ODI_L4_diff"": 0.04166666666666825, ""PEQ_L4_diff"": 0.8000000000000002, ""rest_disadvantage"": 0.5}",1318,0.3106,0.7398,,0.7337,0.554,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15701,trio,SVI_L10_diff|SVI_L4_diff|WL_L4_diff,"{""SVI_L10_diff"": 0.0019999999999999497, ""SVI_L4_diff"": 0.0, ""WL_L4_diff"": 0.0}",565,0.1331,0.7398,,0.7333,0.625,0.000205,True,1,False,True,20260306T233109Z
20260306T233109Z_15698,trio,ODI_L10_diff|PXP_L7_diff|SVI_L4_diff,"{""ODI_L10_diff"": 0.4700000000000024, ""PXP_L7_diff"": 0.0002857142857142, ""SVI_L4_diff"": 0.0}",492,0.1159,0.7398,,0.7344,0.6232,0.000524,True,1,False,True,20260306T233109Z
20260306T233109Z_15700,trio,PXP_L4_diff|PXP_L7_diff|WL_L7_diff,"{""PXP_L4_diff"": 0.0009999999999999501, ""PXP_L7_diff"": 0.0002857142857142, ""WL_L7_diff"": 0.0}",1034,0.2436,0.7398,,0.6955,0.5784,1e-06,True,1,False,True,20260306T233109Z
20260306T233109Z_15709,trio,PXP_season_diff|SVI_L4_diff|WL_L12_diff,"{""PXP_season_diff"": 0.0022857142857142, ""SVI_L4_diff"": 0.0, ""WL_L12_diff"": 0.0}",607,0.143,0.7397,,0.7429,0.5867,0.000123,True,1,False,True,20260306T233109Z
20260306T233109Z_15707,trio,PXP_L4_diff|SVI_L10_diff|WL_L4_diff,"{""PXP_L4_diff"": 0.0009999999999999501, ""SVI_L10_diff"": 0.0019999999999999497, ""WL_L4_diff"": 0.0}",634,0.1494,0.7397,,0.7447,0.6471,8.7e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15705,trio,FFC_L4_diff|PXP_L4_diff|PXP_L7_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""PXP_L4_diff"": 0.0009999999999999501, ""PXP_L7_diff"": 0.0002857142857142}",853,0.201,0.7397,,0.6543,0.5769,6e-06,True,1,False,True,20260306T233109Z
20260306T233109Z_15706,trio,ODI_L12_diff|SVI_L10_diff|rest_disadvantage,"{""ODI_L12_diff"": 0.6166666666666671, ""SVI_L10_diff"": 0.0019999999999999497, ""rest_disadvantage"": 0.5}",657,0.1548,0.7397,,0.7258,0.6163,6.5e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15703,trio,DPC_season_diff|SVI_L4_diff|rest_disadvantage,"{""DPC_season_diff"": 0.9424185463659166, ""SVI_L4_diff"": 0.0, ""rest_disadvantage"": 0.5}",945,0.2227,0.7397,,0.7049,0.5688,1e-06,True,1,True,True,20260306T233109Z
20260306T233109Z_15708,trio,PXP_L4_diff|SVI_L7_diff|WL_L10_diff,"{""PXP_L4_diff"": 0.0009999999999999501, ""SVI_L7_diff"": 0.0, ""WL_L10_diff"": 0.0}",657,0.1548,0.7397,,0.6959,0.5844,6.5e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_00983,pair,DPC_L10_diff|extended_rest_B,"{""DPC_L10_diff"": 2, ""extended_rest_B"": 0.5}",1141,0.2689,0.7397,,0.7241,0.5878,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15704,trio,FFC_L10_diff|extended_rest_B|rest_disadvantage,"{""FFC_L10_diff"": 0.1154999999999996, ""extended_rest_B"": 0.5, ""rest_disadvantage"": 0.5}",1268,0.2988,0.7397,,0.6768,0.5253,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15712,trio,SVI_L4_diff|WL_L12_diff|short_rest_B,"{""SVI_L4_diff"": 0.0, ""WL_L12_diff"": 0.0, ""short_rest_B"": 0.5}",507,0.1195,0.7396,,0.7394,0.6,0.000447,True,1,True,True,20260306T233109Z
20260306T233109Z_15711,trio,ODI_L7_diff|SVI_L10_diff|rest_disadvantage,"{""ODI_L7_diff"": 0.3952380952380938, ""SVI_L10_diff"": 0.0019999999999999497, ""rest_disadvantage"": 0.5}",768,0.181,0.7396,,0.709,0.5976,1.2e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15710,trio,FFC_L4_diff|SVI_L4_diff|short_rest_B,"{""FFC_L4_diff"": 0.11062499999999935, ""SVI_L4_diff"": 0.0, ""short_rest_B"": 0.5}",603,0.1421,0.7396,,0.6909,0.6154,0.000132,True,1,True,True,20260306T233109Z
20260306T233109Z_15716,trio,ODI_L10_diff|SVI_season_diff|extended_rest_B,"{""ODI_L10_diff"": 0.4700000000000024, ""SVI_season_diff"": 0.0040350877192982, ""extended_rest_B"": 0.5}",645,0.152,0.7395,,0.719,0.5957,7.9e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15717,trio,SVI_L12_diff|SVI_L7_diff|WL_season_diff,"{""SVI_L12_diff"": 0.00166666666666665, ""SVI_L7_diff"": 0.0, ""WL_season_diff"": 0.0083333333333333}",714,0.1682,0.7395,,0.713,0.5301,2.4e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15715,trio,DPC_L7_diff|PXP_L12_diff|SVI_L12_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""PXP_L12_diff"": 0.0029166666666666, ""SVI_L12_diff"": 0.00166666666666665}",618,0.1456,0.7395,,0.7164,0.5921,7.9e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15713,trio,ANE_trend_short_diff|DPC_L4_diff|MTI,"{""ANE_trend_short_diff"": -0.3499999999999943, ""DPC_L4_diff"": 0.5499999999999989, ""MTI"": 18.950000000000003}",453,0.1067,0.7395,,0.7185,0.72,0.000914,True,1,False,True,20260306T233109Z
20260306T233109Z_15714,trio,ANE_trend_short_diff|ODI_L10_diff|rest_disadvantage,"{""ANE_trend_short_diff"": -0.3499999999999943, ""ODI_L10_diff"": 0.4700000000000024, ""rest_disadvantage"": 0.5}",622,0.1466,0.7395,,0.7441,0.6053,0.000105,True,1,True,True,20260306T233109Z
20260306T233109Z_15720,trio,ODI_L7_diff|SVI_season_diff|extended_rest_B,"{""ODI_L7_diff"": 0.3952380952380938, ""SVI_season_diff"": 0.0040350877192982, ""extended_rest_B"": 0.5}",733,0.1727,0.7394,,0.7331,0.5904,2.7e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15718,trio,FFC_L7_diff|extended_rest_B|rest_disadvantage,"{""FFC_L7_diff"": 0.1335714285714271, ""extended_rest_B"": 0.5, ""rest_disadvantage"": 0.5}",1443,0.34,0.7394,,0.6532,0.5329,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15719,trio,ODI_L7_diff|SVI_L10_diff|SVI_L12_diff,"{""ODI_L7_diff"": 0.3952380952380938, ""SVI_L10_diff"": 0.0019999999999999497, ""SVI_L12_diff"": 0.00166666666666665}",710,0.1673,0.7394,,0.7026,0.6049,3.6e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15725,trio,PEQ_L4_diff|PXP_L12_diff|SVI_L4_diff,"{""PEQ_L4_diff"": 0.8000000000000002, ""PXP_L12_diff"": 0.0029166666666666, ""SVI_L4_diff"": 0.0}",514,0.1211,0.7393,,0.7879,0.6034,0.000305,True,1,False,True,20260306T233109Z
20260306T233109Z_00984,pair,ANE_trend_med_diff|PEQ_L4_diff,"{""ANE_trend_med_diff"": -3, ""PEQ_L4_diff"": 5}",840,0.1979,0.7393,,0.7279,0.6078,5e-06,True,1,False,True,20260306T233109Z
20260306T233109Z_15724,trio,ODI_L7_diff|PXP_L4_diff|SVI_L10_diff,"{""ODI_L7_diff"": 0.3952380952380938, ""PXP_L4_diff"": 0.0009999999999999501, ""SVI_L10_diff"": 0.0019999999999999497}",560,0.132,0.7393,,0.7384,0.6721,0.000171,True,1,False,True,20260306T233109Z
20260306T233109Z_15722,trio,DPC_L7_diff|ODI_L4_diff|SVI_L10_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""ODI_L4_diff"": 0.04166666666666825, ""SVI_L10_diff"": 0.0019999999999999497}",633,0.1492,0.7393,,0.7228,0.5735,9.6e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15723,trio,DPC_trend_diff|ODI_L12_diff|extended_rest_B,"{""DPC_trend_diff"": -0.1666666666666652, ""ODI_L12_diff"": 0.6166666666666671, ""extended_rest_B"": 0.5}",537,0.1265,0.7393,,0.757,0.5286,0.000228,True,1,True,True,20260306T233109Z
20260306T233109Z_15721,trio,ANE_trend_med_diff|DPC_L12_diff|DPC_L7_diff,"{""ANE_trend_med_diff"": 0.0, ""DPC_L12_diff"": 0.3249999999999997, ""DPC_L7_diff"": 0.4999999999999982}",560,0.132,0.7393,,0.6852,0.6316,0.000171,True,1,False,True,20260306T233109Z
20260306T233109Z_15726,trio,ANE_trend_med_diff|DPC_L7_diff|ODI_L4_diff,"{""ANE_trend_med_diff"": 0.0, ""DPC_L7_diff"": 0.4999999999999982, ""ODI_L4_diff"": 0.04166666666666825}",556,0.131,0.7392,,0.7143,0.6282,0.00026,True,1,False,True,20260306T233109Z
20260306T233109Z_15728,trio,ODI_L4_diff|PXP_L7_diff|rest_disadvantage,"{""ODI_L4_diff"": 0.04166666666666825, ""PXP_L7_diff"": 0.0002857142857142, ""rest_disadvantage"": 0.5}",951,0.2241,0.7392,,0.7247,0.6222,2e-06,True,1,True,True,20260306T233109Z
20260306T233109Z_15727,trio,ODI_L10_diff|ODI_L4_diff|short_rest_B,"{""ODI_L10_diff"": 0.4700000000000024, ""ODI_L4_diff"": 0.04166666666666825, ""short_rest_B"": 0.5}",694,0.1635,0.7392,,0.7552,0.5556,3.3e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15730,trio,DPC_L7_diff|ODI_L12_diff|SVI_L4_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""ODI_L12_diff"": 0.6166666666666671, ""SVI_L4_diff"": 0.0}",460,0.1084,0.7391,,0.7621,0.625,0.000889,True,1,False,True,20260306T233109Z
20260306T233109Z_15729,trio,DPC_L12_diff|MTI|SVI_L10_diff,"{""DPC_L12_diff"": 0.3249999999999997, ""MTI"": 18.950000000000003, ""SVI_L10_diff"": 0.0019999999999999497}",437,0.103,0.7391,,0.708,0.6909,0.001192,True,1,False,True,20260306T233109Z
20260306T233109Z_15732,trio,ODI_L4_diff|PXP_L12_diff|SVI_L7_diff,"{""ODI_L4_diff"": 0.04166666666666825, ""PXP_L12_diff"": 0.0029166666666666, ""SVI_L7_diff"": 0.0}",552,0.1301,0.7391,,0.7714,0.6471,0.000278,True,1,False,True,20260306T233109Z
20260306T233109Z_15731,trio,ODI_L10_diff|ODI_L7_diff|rest_disadvantage,"{""ODI_L10_diff"": 0.4700000000000024, ""ODI_L7_diff"": 0.3952380952380938, ""rest_disadvantage"": 0.5}",1100,0.2592,0.7391,,0.7372,0.5643,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15733,trio,PEQ_L4_diff|SVI_L4_diff|SVI_season_diff,"{""PEQ_L4_diff"": 0.8000000000000002, ""SVI_L4_diff"": 0.0, ""SVI_season_diff"": 0.0040350877192982}",644,0.1517,0.7391,,0.7654,0.5614,8.8e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15734,trio,ANE_trend_med_diff|WL_L4_diff|extended_rest_B,"{""ANE_trend_med_diff"": 0.0, ""WL_L4_diff"": 0.0, ""extended_rest_B"": 0.5}",502,0.1183,0.739,,0.7109,0.6623,0.00053,True,1,True,True,20260306T233109Z
20260306T233109Z_15735,trio,FFC_L4_diff|PXP_L12_diff|SVI_L4_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""PXP_L12_diff"": 0.0029166666666666, ""SVI_L4_diff"": 0.0}",456,0.1074,0.739,,0.7303,0.6,0.00095,True,1,False,True,20260306T233109Z
20260306T233109Z_15736,trio,ANE_trend_short_diff|DPC_trend_diff|FFC_L4_diff,"{""ANE_trend_short_diff"": -0.3499999999999943, ""DPC_trend_diff"": -0.1666666666666652, ""FFC_L4_diff"": 0.11062499999999935}",609,0.1435,0.7389,,0.6886,0.5645,0.000142,True,1,False,True,20260306T233109Z
20260306T233109Z_15740,trio,PXP_L4_diff|PXP_L7_diff|SCI,"{""PXP_L4_diff"": 0.0009999999999999501, ""PXP_L7_diff"": 0.0002857142857142, ""SCI"": 0.1999999999999999}",632,0.1489,0.7389,,0.6453,0.5179,0.000107,True,1,False,False,20260306T233109Z
20260306T233109Z_15739,trio,ODI_L4_diff|PXP_L4_diff|SVI_season_diff,"{""ODI_L4_diff"": 0.04166666666666825, ""PXP_L4_diff"": 0.0009999999999999501, ""SVI_season_diff"": 0.0040350877192982}",628,0.148,0.7389,,0.7545,0.6552,8e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15738,trio,DPC_L7_diff|PXP_L12_diff|SVI_L7_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""PXP_L12_diff"": 0.0029166666666666, ""SVI_L7_diff"": 0.0}",586,0.1381,0.7389,,0.7382,0.6301,0.00019,True,1,False,True,20260306T233109Z
20260306T233109Z_15737,trio,DPC_L12_diff|PXP_L4_diff|SVI_L7_diff,"{""DPC_L12_diff"": 0.3249999999999997, ""PXP_L4_diff"": 0.0009999999999999501, ""SVI_L7_diff"": 0.0}",586,0.1381,0.7389,,0.7121,0.6,0.00019,True,1,False,True,20260306T233109Z
20260306T233109Z_15742,trio,PXP_L10_diff|SVI_L4_diff|WL_L4_diff,"{""PXP_L10_diff"": 0.0051507936507936, ""SVI_L4_diff"": 0.0, ""WL_L4_diff"": 0.0}",582,0.1371,0.7388,,0.7606,0.6119,0.000202,True,1,False,True,20260306T233109Z
20260306T233109Z_15741,trio,FFC_L4_diff|SVI_L7_diff|rest_disadvantage,"{""FFC_L4_diff"": 0.11062499999999935, ""SVI_L7_diff"": 0.0, ""rest_disadvantage"": 0.5}",762,0.1795,0.7388,,0.6507,0.5694,2.2e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15743,trio,PXP_L7_diff|SVI_L12_diff|WL_season_diff,"{""PXP_L7_diff"": 0.0002857142857142, ""SVI_L12_diff"": 0.00166666666666665, ""WL_season_diff"": 0.0083333333333333}",693,0.1633,0.7388,,0.7448,0.6029,5.1e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15744,trio,DPC_L10_diff|DPC_season_diff|SVI_L4_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""DPC_season_diff"": 0.9424185463659166, ""SVI_L4_diff"": 0.0}",723,0.1704,0.7386,,0.7373,0.602,2.7e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15746,trio,SVI_L12_diff|SVI_L4_diff|WL_L7_diff,"{""SVI_L12_diff"": 0.00166666666666665, ""SVI_L4_diff"": 0.0, ""WL_L7_diff"": 0.0}",570,0.1343,0.7386,,0.6825,0.5312,0.000173,True,1,False,True,20260306T233109Z
20260306T233109Z_15745,trio,ODI_L10_diff|ODI_L12_diff|rest_disadvantage,"{""ODI_L10_diff"": 0.4700000000000024, ""ODI_L12_diff"": 0.6166666666666671, ""rest_disadvantage"": 0.5}",1094,0.2578,0.7386,,0.7322,0.5931,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15748,trio,PEQ_L4_diff|SVI_L7_diff|extended_rest_B,"{""PEQ_L4_diff"": 0.8000000000000002, ""SVI_L7_diff"": 0.0, ""extended_rest_B"": 0.5}",780,0.1838,0.7385,,0.7189,0.5625,1.4e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15747,trio,DPC_L12_diff|DPC_L4_diff|SVI_L10_diff,"{""DPC_L12_diff"": 0.3249999999999997, ""DPC_L4_diff"": 0.5499999999999989, ""SVI_L10_diff"": 0.0019999999999999497}",654,0.1541,0.7385,,0.6966,0.5402,8.9e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15753,trio,ODI_L10_diff|ODI_season_diff|rest_disadvantage,"{""ODI_L10_diff"": 0.4700000000000024, ""ODI_season_diff"": 1.1000000000000014, ""rest_disadvantage"": 0.5}",1124,0.2648,0.7384,,0.7615,0.5692,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15752,trio,DPC_L12_diff|DPC_L4_diff|SVI_L4_diff,"{""DPC_L12_diff"": 0.3249999999999997, ""DPC_L4_diff"": 0.5499999999999989, ""SVI_L4_diff"": 0.0}",562,0.1324,0.7384,,0.71,0.5506,0.00028,True,1,False,True,20260306T233109Z
20260306T233109Z_15754,trio,PXP_L4_diff|SVI_L12_diff|WL_season_diff,"{""PXP_L4_diff"": 0.0009999999999999501, ""SVI_L12_diff"": 0.00166666666666665, ""WL_season_diff"": 0.0083333333333333}",623,0.1468,0.7384,,0.7095,0.5286,9.5e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15749,trio,ANE_L4_diff|ODI_L4_diff|extended_rest_B,"{""ANE_L4_diff"": 1.2999999999999994, ""ODI_L4_diff"": 0.04166666666666825, ""extended_rest_B"": 0.5}",1189,0.2802,0.7384,,0.7343,0.5468,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_15751,trio,ANE_trend_short_diff|PEQ_L4_diff|SVI_L10_diff,"{""ANE_trend_short_diff"": -0.3499999999999943, ""PEQ_L4_diff"": 0.8000000000000002, ""SVI_L10_diff"": 0.0019999999999999497}",539,0.127,0.7384,,0.705,0.614,0.000375,True,1,False,True,20260306T233109Z
20260306T233109Z_15750,trio,ANE_trend_med_diff|DPC_L4_diff|ODI_L7_diff,"{""ANE_trend_med_diff"": 0.0, ""DPC_L4_diff"": 0.5499999999999989, ""ODI_L7_diff"": 0.3952380952380938}",539,0.127,0.7384,,0.7306,0.6711,0.000375,True,1,False,True,20260306T233109Z
20260306T233109Z_15757,trio,ODI_L10_diff|SVI_L10_diff|SVI_L4_diff,"{""ODI_L10_diff"": 0.4700000000000024, ""SVI_L10_diff"": 0.0019999999999999497, ""SVI_L4_diff"": 0.0}",512,0.1206,0.7383,,0.7114,0.6081,0.000377,True,1,False,True,20260306T233109Z
20260306T233109Z_15755,trio,ANE_trend_med_diff|PXP_L7_diff|WL_L7_diff,"{""ANE_trend_med_diff"": 0.0, ""PXP_L7_diff"": 0.0002857142857142, ""WL_L7_diff"": 0.0}",554,0.1305,0.7383,,0.6682,0.6267,0.000225,True,1,False,True,20260306T233109Z
20260306T233109Z_15756,trio,DPC_L7_diff|DPC_season_diff|SVI_L10_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""DPC_season_diff"": 0.9424185463659166, ""SVI_L10_diff"": 0.0019999999999999497}",810,0.1909,0.7383,,0.7075,0.573,1e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15758,trio,ODI_season_diff|SVI_L12_diff|SVI_L4_diff,"{""ODI_season_diff"": 1.1000000000000014, ""SVI_L12_diff"": 0.00166666666666665, ""SVI_L4_diff"": 0.0}",493,0.1162,0.7383,,0.7083,0.5139,0.00067,True,1,False,True,20260306T233109Z
20260306T233109Z_15759,trio,ANE_trend_med_diff|ODI_L7_diff|PEQ_L7_diff,"{""ANE_trend_med_diff"": 0.0, ""ODI_L7_diff"": 0.3952380952380938, ""PEQ_L7_diff"": 0.9642857142857152}",676,0.1593,0.7382,,0.6901,0.6214,5.2e-05,True,1,False,True,20260306T233109Z
20260306T233109Z_15760,trio,SVI_L12_diff|WL_season_diff|rest_disadvantage,"{""SVI_L12_diff"": 0.00166666666666665, ""WL_season_diff"": 0.0083333333333333, ""rest_disadvantage"": 0.5}",829,0.1953,0.7382,,0.7366,0.5455,1.1e-05,True,1,True,True,20260306T233109Z
20260306T233109Z_15761,trio,SVI_L7_diff|WL_L4_diff|short_rest_B,"{""SVI_L7_diff"": 0.0, ""WL_L4_diff"": 0.0, ""short_rest_B"": 0.5}",592,0.1395,0.7382,,0.7544,0.6333,0.000144,True,1,True,True,20260306T233109Z
